Gene	pos.pvalue	pos.fdr	neg.pvalue	neg.fdr
*	0.582055464926591	0.951466666666667	0.393311582381729	0.938132295719844
AAVS1	0.608972267536705	0.957179487179487	0.363784665579119	0.938132295719844
ABCA13	0.0127243066884176	0.951466666666667	0.987275693311582	0.99050736497545
ADAM17	0.667862969004894	0.987454545454545	0.332137030995106	0.938132295719844
ADAMTSL3	0.356769983686786	0.951466666666667	0.643230016313214	0.968951612903226
ADAT1	0.930668841761827	0.999510603588907	0.0693311582381729	0.911538461538462
AKT1	0.908646003262643	0.993761140819964	0.0911908646003262	0.911538461538462
ALDH16A1	0.715660685154975	0.987454545454545	0.283849918433932	0.938132295719844
ANKRD22	0.646329526916803	0.987454545454545	0.353670473083197	0.938132295719844
ASAP	0.523980424143556	0.951466666666667	0.475530179445351	0.968951612903226
ATM	0.38531810766721	0.951466666666667	0.613703099510603	0.968951612903226
ATP7A	0.0401305057096248	0.951466666666667	0.959869494290375	0.988013136288998
ATP7B	0.728221859706362	0.987454545454545	0.271778140293638	0.938132295719844
ATR	0.839151712887439	0.987454545454545	0.160848287112561	0.911538461538462
BCL2L1	0.328874388254486	0.951466666666667	0.67047308319739	0.968951612903226
BCL6B	0.821696574225122	0.987454545454545	0.178140293637847	0.911538461538462
BECN1	0.134094616639478	0.951466666666667	0.865089722675367	0.987563884156729
BRCA2	0.0484502446982056	0.951466666666667	0.951549755301794	0.988013136288998
C1R	0.0652528548123981	0.951466666666667	0.93442088091354	0.987563884156729
CADM1	0.582055464926591	0.951466666666667	0.393311582381729	0.938132295719844
CCND1	0.814518760195759	0.987454545454545	0.185481239804241	0.911538461538462
CDH4	0.135399673735726	0.951466666666667	0.864600326264274	0.987563884156729
CELF1	0.527569331158238	0.951466666666667	0.472430668841762	0.968951612903226
CLEC2B	0.299673735725938	0.951466666666667	0.699836867862969	0.968951612903226
CLSTN2	0.344371941272431	0.951466666666667	0.655628058727569	0.968951612903226
CLSTN3	0.694779771615008	0.987454545454545	0.304730831973899	0.938132295719844
DAG1	0.8	0.987454545454545	0.2	0.927067669172932
DMD	0.989070146818923	0.999510603588907	0.0109298531810766	0.492857142857143
DNAH6	0.188417618270799	0.951466666666667	0.809951060358891	0.979330708661417
DSCAML1	0.744535073409462	0.987454545454545	0.255464926590538	0.938132295719844
DTNB	0.332463295269168	0.951466666666667	0.667373572593801	0.968951612903226
E2F2	0.863295269168026	0.987454545454545	0.135399673735726	0.911538461538462
EHMT2	0.989070146818923	0.999510603588907	0.0109298531810766	0.492857142857143
EIF2AK4	0.286460032626427	0.951466666666667	0.713539967373573	0.968951612903226
EIF3G	0.999184339314845	0.999510603588907	0.000815660685154929	0.124999999999993
EIF5B	0.709624796084829	0.987454545454545	0.290048939641109	0.938132295719844
ENDOD1	0.00603588907014685	0.951466666666667	0.993964110929853	0.995588235294118
EPC1	0.496574225122349	0.951466666666667	0.502283849918434	0.968951612903226
EPHA2	0.0570962479608483	0.951466666666667	0.942903752039152	0.987563884156729
ERCC1	0.999510603588907	0.999510603588907	0.000489396411093024	0.124999999999993
ETV6	0.723654159869494	0.987454545454545	0.276019575856444	0.938132295719844
FAM188A	0.814029363784666	0.987454545454545	0.185970636215334	0.911538461538462
FBN1	0.188417618270799	0.951466666666667	0.811582381729201	0.979330708661417
FBXL7	0.925611745513866	0.999510603588907	0.0740619902120718	0.911538461538462
FHOD3	0.0443719412724307	0.951466666666667	0.955301794453507	0.988013136288998
FSIP1	0.332952691680261	0.951466666666667	0.666884176182708	0.968951612903226
GALNT5	0.277977161500816	0.951466666666667	0.722022838499184	0.968951612903226
GLTSCR2	0.725938009787928	0.987454545454545	0.274061990212072	0.938132295719844
GRIA1	0.608972267536705	0.957179487179487	0.363784665579119	0.938132295719844
GRIA2	0.860195758564437	0.987454545454545	0.139151712887439	0.911538461538462
H19	0.379934747145188	0.951466666666667	0.61973898858075	0.968951612903226
HNRNPM	0.838662316476346	0.987454545454545	0.161337683523654	0.911538461538462
IK	0.91141924959217	0.994128113879004	0.0885807504078303	0.911538461538462
ING5	0.0262642740619902	0.951466666666667	0.97373572593801	0.988013136288998
KARS	0.608972267536705	0.957179487179487	0.363784665579119	0.938132295719844
KEAP1	0.308319738988581	0.951466666666667	0.691680261011419	0.968951612903226
LATS1	0.277814029363785	0.951466666666667	0.722185970636215	0.968951612903226
LCP1	0.984176182707993	0.999510603588907	0.0156606851549755	0.594117647058822
MEOX1	0.507340946166395	0.951466666666667	0.492659053833605	0.968951612903226
MSMO1	0.114192495921697	0.951466666666667	0.885481239804241	0.987563884156729
NF1	0.863295269168026	0.987454545454545	0.135399673735726	0.911538461538462
NFE2L2	0.878955954323002	0.987454545454545	0.118760195758564	0.911538461538462
NHP2L1	0.964274061990212	0.999510603588907	0.035725938009788	0.793333333333332
OR5V1	0.668189233278956	0.987454545454545	0.331810766721044	0.938132295719844
OSBPL3	0.3278955954323	0.951466666666667	0.671941272430669	0.968951612903226
OVCH2	0.258401305057096	0.951466666666667	0.741272430668842	0.968951612903226
PAX5	0.862969004893964	0.987454545454545	0.136867862969005	0.911538461538462
