Gene	pos.pvalue	pos.fdr	neg.pvalue	neg.fdr
*	0.570962479608483	0.902061855670103	0.384176182707993	0.905769230769231
AAVS1	0.570962479608483	0.902061855670103	0.384176182707993	0.905769230769231
ABCA13	0.82137030995106	0.981818181818182	0.17862969004894	0.884671532846715
ADAM17	0.906035889070147	0.983597883597884	0.0939641109298531	0.884671532846715
ADAMTSL3	0.664763458401305	0.981818181818182	0.335073409461664	0.905769230769231
ADAT1	0.372267536704731	0.902061855670103	0.627732463295269	0.96280834914611
AKT1	0.407993474714519	0.902061855670103	0.590538336052202	0.96280834914611
ALDH16A1	0.802283849918434	0.981818181818182	0.197716150081566	0.884671532846715
ANKRD22	0.482707993474714	0.902061855670103	0.517292006525286	0.96280834914611
ASAP	0.503588907014682	0.902061855670103	0.495921696574225	0.96280834914611
ATM	0.199510603588907	0.902061855670103	0.798858075040783	0.96280834914611
ATP7A	0.997553017944535	0.997553017944535	0.0024469820554649	0.450000000000001
ATP7B	0.794290375203915	0.981818181818182	0.205546492659054	0.901428571428571
ATR	0.882055464926591	0.983597883597884	0.11794453507341	0.884671532846715
BCL2L1	0.817781402936378	0.981818181818182	0.181729200652529	0.884671532846715
BCL6B	0.90163132137031	0.983597883597884	0.09836867862969	0.884671532846715
BECN1	0.134257748776509	0.902061855670103	0.86557911908646	0.977163904235727
BRCA2	0.912398042414356	0.984534270650264	0.0876019575856444	0.884671532846715
C1R	0.456117455138662	0.902061855670103	0.543393148450245	0.96280834914611
CADM1	0.900326264274062	0.983597883597884	0.098858075040783	0.884671532846715
CCND1	0.756117455138662	0.981818181818182	0.243882544861338	0.905769230769231
CDH4	0.326427406199021	0.902061855670103	0.673572593800979	0.96280834914611
CELF1	0.391190864600326	0.902061855670103	0.608809135399674	0.96280834914611
CLEC2B	0.446003262642741	0.902061855670103	0.553996737357259	0.96280834914611
CLSTN2	0.182055464926591	0.902061855670103	0.817944535073409	0.96280834914611
CLSTN3	0.476345840130506	0.902061855670103	0.523654159869494	0.96280834914611
DAG1	0.0978792822185971	0.902061855670103	0.902120717781403	0.981740614334471
DMD	0.997226753670473	0.997553017944535	0.00277324632952691	0.450000000000001
DNAH6	0.570962479608483	0.902061855670103	0.384176182707993	0.905769230769231
DSCAML1	0.709135399673736	0.981818181818182	0.290864600326264	0.905769230769231
DTNB	0.757585644371941	0.981818181818182	0.241924959216966	0.905769230769231
E2F2	0.0445350734094616	0.902061855670103	0.954975530179445	0.990524534686971
EHMT2	0.909135399673736	0.983597883597884	0.0908646003262643	0.884671532846715
EIF2AK4	0.483360522022838	0.902061855670103	0.516639477977162	0.96280834914611
EIF3G	0.993148450244698	0.997553017944535	0.00685154975530178	0.744444444444442
EIF5B	0.346982055464927	0.902061855670103	0.652202283849918	0.96280834914611
ENDOD1	0.620554649265905	0.951	0.355464926590538	0.905769230769231
EPC1	0.0652528548123981	0.902061855670103	0.933931484502447	0.981740614334471
EPHA2	0.0637846655791191	0.902061855670103	0.936215334420881	0.981740614334471
ERCC1	0.831484502446982	0.981818181818182	0.168189233278956	0.884671532846715
ETV6	0.344535073409462	0.902061855670103	0.653344208809135	0.96280834914611
FAM188A	0.294290375203915	0.902061855670103	0.705709624796085	0.96280834914611
FBN1	0.143230016313214	0.902061855670103	0.856769983686786	0.976765799256506
FBXL7	0.570962479608483	0.902061855670103	0.384176182707993	0.905769230769231
FHOD3	0.261337683523654	0.902061855670103	0.737520391517129	0.96280834914611
FSIP1	0.381239804241436	0.902061855670103	0.618433931484502	0.96280834914611
GALNT5	0.118433931484502	0.902061855670103	0.881566068515498	0.981740614334471
GLTSCR2	0.961500815660685	0.997553017944535	0.0381729200652529	0.842857142857143
GRIA1	0.824306688417618	0.981818181818182	0.174877650897227	0.884671532846715
GRIA2	0.426427406199021	0.902061855670103	0.572267536704731	0.96280834914611
H19	0.229037520391517	0.902061855670103	0.770799347471452	0.96280834914611
HNRNPM	0.756606851549755	0.981818181818182	0.243393148450245	0.905769230769231
IK	0.324959216965742	0.902061855670103	0.67373572593801	0.96280834914611
ING5	0.0735725938009788	0.902061855670103	0.926427406199021	0.981740614334471
KARS	0.989722675367047	0.997553017944535	0.0101141924959217	0.744444444444442
KEAP1	0.446982055464927	0.902061855670103	0.553017944535073	0.96280834914611
LATS1	0.893637846655791	0.983597883597884	0.106362153344209	0.884671532846715
LCP1	0.904730831973899	0.983597883597884	0.0941272430668841	0.884671532846715
MEOX1	0.0898858075040783	0.902061855670103	0.910114192495922	0.981740614334471
MSMO1	0.13115823817292	0.902061855670103	0.868515497553018	0.978676470588235
NF1	0.831973898858075	0.981818181818182	0.165905383360522	0.884671532846715
NFE2L2	0.917292006525286	0.985464098073555	0.0825448613376835	0.884671532846715
NHP2L1	0.0308319738988581	0.902061855670103	0.969168026101142	0.992561983471074
OR5V1	0.338825448613377	0.902061855670103	0.661174551386623	0.96280834914611
OSBPL3	0.74584013050571	0.981818181818182	0.253833605220228	0.905769230769231
OVCH2	0.197389885807504	0.902061855670103	0.802283849918434	0.96280834914611
PAX5	0.140783034257749	0.902061855670103	0.858890701468189	0.976808905380334
PCDHGC4	0.195269168026101	0.902061855670103	0.803425774877651	0.96280834914611
PEAK1	0.297063621533442	0.902061855670103	0.702936378466558	0.96280834914611
PIK3CG	0.458890701468189	0.902061855670103	0.539967373572594	0.96280834914611
PLK1	0.989233278955954	0.997553017944535	0.0107667210440456	0.744444444444442
PLXNB2	0.277650897226754	0.902061855670103	0.722349102773246	0.96280834914611
PPAP2C	0.984502446982055	0.997553017944535	0.0153344208809135	0.749999999999998
